alert_id,transaction_id,customer_id,transaction_time,channel,amount,country,merchant_category,fraud_risk_score,risk_level,detected_pattern,device_id,counterparty_id,disposition
FRD00800,TX314070,CUST20066,2026-06-02 19:57:00,ACH,7058.39,United Kingdom,Services,70,High,Unusual Amount,DEV7927,CP10678,Confirmed Fraud
FRD00801,TX314072,CUST20204,2026-06-04 12:00:00,Card,1283.3,United States,Services,66,High,Account Takeover,DEV3687,CP15750,False Positive
FRD00802,TX314073,CUST20502,2026-07-15 20:31:00,Check,1334.02,Canada,Crypto Exchange,72,High,Velocity Spike,DEV5507,CP14862,False Positive
FRD00803,TX314076,CUST20265,2026-06-25 03:29:00,Wire,9983.69,United States,Travel,60,High,Unusual Amount,DEV6853,CP15487,Confirmed Fraud
FRD00804,TX314079,CUST20619,2026-06-30 07:49:00,Card,7206.51,Canada,Grocery,63,High,Unusual Amount,DEV2461,CP12465,Pending
FRD00805,TX314113,CUST20152,2026-04-25 09:53:00,Wire,880.79,United Arab Emirates,Gaming,62,High,Velocity Spike,DEV1673,CP10231,Pending
FRD00806,TX314140,CUST20445,2026-08-16 16:51:00,Wire,9296.04,United States,Retail,60,High,Unusual Amount,DEV4571,CP15603,False Positive
FRD00807,TX314155,CUST20083,2026-03-29 19:21:00,Wire,4029.21,India,Travel,63,High,Unusual Amount,DEV5031,CP13592,Pending
FRD00808,TX314157,CUST20024,2026-01-25 09:42:00,P2P,1946.33,India,Grocery,70,High,Unusual Amount,DEV3021,CP11548,False Positive
FRD00809,TX314183,CUST20586,2026-02-06 17:02:00,P2P,2695.16,United States,Luxury,82,Critical,Account Takeover,DEV7085,CP10423,False Positive
FRD00810,TX314231,CUST20337,2026-03-30 00:06:00,Card,5449.67,United States,Services,62,High,Unusual Amount,DEV5680,CP10413,False Positive
FRD00811,TX314233,CUST20237,2026-06-16 05:22:00,ACH,5092.55,United States,Retail,60,High,Unusual Amount,DEV5136,CP11451,False Positive
FRD00812,TX314240,CUST20066,2026-06-01 20:11:00,P2P,8169.49,United States,Travel,75,High,Unusual Amount,DEV3201,CP12131,False Positive
FRD00813,TX314334,CUST20080,2026-08-18 22:43:00,Cash Deposit,20394.67,Nigeria,Grocery,66,High,Unusual Amount,DEV4428,CP13197,Confirmed Fraud
FRD00814,TX314339,CUST20104,2026-03-12 05:44:00,P2P,10847.32,Canada,Crypto Exchange,78,High,Unusual Amount,DEV1016,CP13577,Pending
FRD00815,TX314350,CUST20430,2026-07-20 19:38:00,Card,17659.74,Mexico,Retail,64,High,Unusual Amount,DEV7176,CP15794,False Positive
FRD00816,TX314354,CUST20538,2026-08-26 03:45:00,Check,325.0,Canada,Retail,62,High,Repeated Counterparty,DEV7707,CP99999,Pending
FRD00817,TX314383,CUST20020,2026-03-18 00:16:00,Wire,10984.95,United States,Electronics,80,Critical,Repeated Counterparty,DEV3673,CP99999,Escalated
FRD00818,TX314413,CUST20073,2026-02-17 09:53:00,ATM,10072.75,United States,Crypto Exchange,62,High,Unusual Amount,DEV7665,CP14354,False Positive
FRD00819,TX314458,CUST20653,2026-01-05 08:15:00,ATM,25775.72,United States,Luxury,97,Critical,Unusual Amount,DEV1809,CP12459,Pending
FRD00820,TX314468,CUST20005,2026-01-26 15:35:00,ACH,15371.46,United States,Gaming,63,High,Unusual Amount,DEV2194,CP12040,Pending
FRD00821,TX314504,CUST20237,2026-04-22 16:48:00,ATM,4573.43,United States,Fuel,70,High,Unusual Amount,DEV1775,CP10802,Pending
FRD00822,TX314505,CUST20290,2026-05-07 05:12:00,Check,13805.59,India,Travel,74,High,Unusual Amount,DEV7360,CP10987,False Positive
FRD00823,TX314506,CUST20605,2026-02-28 19:15:00,Wire,48140.86,Turkey,Grocery,100,Critical,Unusual Amount,DEV4983,CP15550,Confirmed Fraud
FRD00824,TX314534,CUST20241,2026-03-23 20:37:00,P2P,2610.19,India,Travel,82,Critical,Account Takeover,DEV1993,CP10810,False Positive
FRD00825,TX314536,CUST20352,2026-05-23 09:36:00,P2P,4176.54,United States,Gaming,76,High,Velocity Spike,DEV3520,CP14556,Confirmed Fraud
FRD00826,TX314538,CUST20076,2026-07-15 06:04:00,Card,4958.39,United States,Gaming,62,High,Unusual Amount,DEV1384,CP13766,False Positive
FRD00827,TX314552,CUST20045,2026-02-21 06:00:00,ACH,4572.26,Canada,Luxury,68,High,Unusual Amount,DEV1638,CP12712,Escalated
FRD00828,TX314605,CUST20183,2026-02-14 17:52:00,ACH,12308.78,United States,Crypto Exchange,72,High,Unusual Amount,DEV6910,CP13866,False Positive
FRD00829,TX314606,CUST20738,2026-08-27 06:05:00,P2P,10793.95,United States,Luxury,86,Critical,Unusual Amount,DEV5540,CP11534,Escalated
FRD00830,TX314611,CUST20677,2026-05-10 07:11:00,ATM,10509.64,Canada,Gaming,61,High,Unusual Amount,DEV4356,CP10637,Escalated
FRD00831,TX314621,CUST20570,2026-01-22 01:12:00,P2P,354.77,United States,Luxury,71,High,Rapid Fund Movement,DEV1164,CP15537,Escalated
FRD00832,TX314668,CUST20075,2026-04-10 23:32:00,Wire,15596.37,Canada,Retail,60,High,Unusual Amount,DEV2149,CP11063,Pending
FRD00833,TX314753,CUST20436,2026-05-26 13:05:00,Card,2692.98,United States,Luxury,75,High,Velocity Spike,DEV6608,CP15892,Pending
FRD00834,TX314758,CUST20396,2026-01-10 05:32:00,ATM,643.04,United Kingdom,Luxury,60,High,Repeated Counterparty,DEV6677,CP99999,Pending
FRD00835,TX314762,CUST20540,2026-08-28 14:27:00,Wire,2064.99,United States,Crypto Exchange,65,High,Geo Anomaly,DEV4272,CP13457,Pending
FRD00836,TX314771,CUST20191,2026-06-28 17:54:00,Card,9282.26,United States,Fuel,96,Critical,Unusual Amount,DEV1480,CP11529,False Positive
FRD00837,TX314793,CUST20227,2026-03-12 06:59:00,ACH,25666.06,United Arab Emirates,Travel,66,High,Unusual Amount,DEV7341,CP12951,Confirmed Fraud
FRD00838,TX314825,CUST20711,2026-07-11 11:07:00,Card,7010.03,United States,Grocery,77,High,Account Takeover,DEV2893,CP13306,False Positive
FRD00839,TX314865,CUST20503,2026-05-25 08:44:00,Card,499.87,Nigeria,Crypto Exchange,78,High,Account Takeover,DEV2398,CP12745,False Positive
FRD00840,TX314867,CUST20289,2026-02-04 04:25:00,P2P,12856.78,Turkey,Retail,74,High,Unusual Amount,DEV7382,CP15223,Escalated
FRD00841,TX314912,CUST20617,2026-08-08 13:42:00,P2P,755.62,India,Gaming,83,Critical,Rapid Fund Movement,DEV1002,CP15494,False Positive
FRD00842,TX314920,CUST20638,2026-01-04 13:06:00,Card,19888.29,United States,Luxury,60,High,Unusual Amount,DEV1115,CP13714,False Positive
FRD00843,TX314946,CUST20607,2026-07-14 06:08:00,P2P,4140.61,United Kingdom,Fuel,64,High,Unusual Amount,DEV4611,CP12081,Escalated
FRD00844,TX314949,CUST20343,2026-06-01 04:54:00,Card,5358.9,United Kingdom,Gaming,66,High,Unusual Amount,DEV5148,CP14609,Escalated
FRD00845,TX314974,CUST20163,2026-06-28 17:06:00,ACH,11682.83,Canada,Gaming,69,High,Unusual Amount,DEV3452,CP14039,False Positive
FRD00846,TX314978,CUST20717,2026-01-12 16:40:00,Card,649.03,Turkey,Travel,63,High,Geo Anomaly,DEV4618,CP10518,False Positive
FRD00847,TX314988,CUST20097,2026-07-04 07:33:00,Wire,4225.2,Mexico,Services,63,High,Unusual Amount,DEV7346,CP14579,Confirmed Fraud
FRD00848,TX315013,CUST20278,2026-03-26 07:35:00,P2P,2687.14,United States,Crypto Exchange,70,High,Repeated Counterparty,DEV5232,CP99999,Pending
FRD00849,TX315018,CUST20494,2026-06-12 01:31:00,Wire,1284.13,Turkey,Crypto Exchange,61,High,Velocity Spike,DEV4965,CP11167,False Positive
FRD00850,TX315049,CUST20376,2026-05-21 12:28:00,Card,127414.91,Brazil,Services,94,Critical,Unusual Amount,DEV5071,CP12643,Pending
FRD00851,TX315065,CUST20244,2026-03-15 03:24:00,ACH,13155.64,United States,Fuel,63,High,Unusual Amount,DEV7067,CP15082,Pending
FRD00852,TX315067,CUST20363,2026-06-04 04:47:00,ACH,31263.25,United States,Luxury,60,High,Unusual Amount,DEV4940,CP15434,Escalated
FRD00853,TX315099,CUST20187,2026-04-07 06:03:00,Wire,6869.57,Mexico,Luxury,75,High,Repeated Counterparty,DEV3703,CP99999,Pending
FRD00854,TX315101,CUST20397,2026-05-08 18:02:00,P2P,8700.2,United Arab Emirates,Travel,60,High,Unusual Amount,DEV1662,CP14183,Pending
FRD00855,TX315109,CUST20696,2026-07-21 13:04:00,Check,1020.42,Turkey,Gaming,62,High,Geo Anomaly,DEV1282,CP14440,False Positive
FRD00856,TX315111,CUST20073,2026-02-10 18:29:00,Card,15290.7,United Kingdom,Travel,100,Critical,Unusual Amount,DEV3673,CP14173,Escalated
FRD00857,TX315114,CUST20426,2026-08-15 16:11:00,Card,1068.98,Turkey,Luxury,69,High,Repeated Counterparty,DEV6543,CP99999,False Positive
FRD00858,TX315178,CUST20366,2026-08-02 08:16:00,Card,9617.13,Nigeria,Grocery,66,High,Unusual Amount,DEV1945,CP12185,Confirmed Fraud
FRD00859,TX315208,CUST20277,2026-03-21 20:57:00,P2P,14920.22,Nigeria,Retail,63,High,Unusual Amount,DEV2233,CP14706,False Positive
FRD00860,TX315218,CUST20699,2026-03-30 10:15:00,ACH,14405.34,United Arab Emirates,Grocery,62,High,Unusual Amount,DEV7048,CP14891,False Positive
FRD00861,TX315248,CUST20221,2026-07-04 07:30:00,P2P,12993.91,United States,Services,68,High,Unusual Amount,DEV4887,CP13443,False Positive
FRD00862,TX315250,CUST20159,2026-02-09 11:19:00,P2P,9838.51,United States,Electronics,71,High,Unusual Amount,DEV2559,CP11931,False Positive
FRD00863,TX315255,CUST20573,2026-06-26 10:26:00,Card,5105.1,Nigeria,Travel,65,High,Unusual Amount,DEV7206,CP14452,False Positive
FRD00864,TX315266,CUST20217,2026-02-21 15:43:00,Wire,4201.59,Canada,Grocery,60,High,Unusual Amount,DEV5067,CP12126,False Positive
FRD00865,TX315283,CUST20440,2026-07-15 15:21:00,Wire,1932.84,United States,Gaming,60,High,Geo Anomaly,DEV5514,CP13369,False Positive
FRD00866,TX315293,CUST20481,2026-01-15 21:50:00,ACH,2222.13,Mexico,Grocery,78,High,Rapid Fund Movement,DEV4027,CP14021,Escalated
FRD00867,TX315305,CUST20736,2026-07-12 04:03:00,Check,9594.9,Canada,Electronics,69,High,Unusual Amount,DEV3821,CP13079,Pending
FRD00868,TX315316,CUST20705,2026-01-04 08:10:00,ATM,10563.62,United States,Electronics,64,High,Unusual Amount,DEV5127,CP11262,False Positive
FRD00869,TX315340,CUST20685,2026-06-12 06:26:00,Card,1335.51,United States,Retail,68,High,Account Takeover,DEV4334,CP13635,Pending
FRD00870,TX315357,CUST20237,2026-04-14 17:42:00,Card,10392.38,United States,Crypto Exchange,76,High,Unusual Amount,DEV2568,CP11238,Pending
FRD00871,TX315363,CUST20667,2026-02-06 19:28:00,Wire,4356.27,United States,Luxury,75,High,Unusual Amount,DEV5852,CP10098,Escalated
FRD00872,TX315364,CUST20707,2026-07-28 08:36:00,Wire,12143.0,United States,Electronics,100,Critical,Unusual Amount,DEV6205,CP10860,Escalated
FRD00873,TX315400,CUST20458,2026-01-04 15:02:00,Card,8792.38,United States,Retail,62,High,Unusual Amount,DEV1432,CP14389,Escalated
FRD00874,TX315452,CUST20252,2026-06-30 07:25:00,Wire,12205.36,United States,Crypto Exchange,74,High,Unusual Amount,DEV1239,CP14907,Pending
FRD00875,TX315516,CUST20052,2026-04-15 16:19:00,Card,6031.02,United States,Retail,61,High,Unusual Amount,DEV1345,CP13883,Pending
FRD00876,TX315531,CUST20589,2026-05-31 21:02:00,P2P,9498.38,United States,Services,62,High,Unusual Amount,DEV4406,CP11539,False Positive
FRD00877,TX315602,CUST20378,2026-06-06 23:02:00,ACH,14924.81,United States,Luxury,68,High,Unusual Amount,DEV1398,CP14978,False Positive
FRD00878,TX315629,CUST20208,2026-07-25 23:00:00,Wire,1783.41,Brazil,Fuel,65,High,Rapid Fund Movement,DEV6459,CP10369,Pending
FRD00879,TX315648,CUST20660,2026-05-02 00:11:00,Card,1087.56,Brazil,Crypto Exchange,73,High,Velocity Spike,DEV2283,CP11627,False Positive
FRD00880,TX315649,CUST20674,2026-07-28 10:47:00,Card,4344.12,United States,Luxury,66,High,Unusual Amount,DEV6140,CP13706,False Positive
FRD00881,TX315651,CUST20274,2026-01-07 06:02:00,ATM,63820.74,United States,Travel,86,Critical,Unusual Amount,DEV1208,CP12774,Pending
FRD00882,TX315654,CUST20547,2026-02-05 21:52:00,ATM,3877.63,United Kingdom,Crypto Exchange,67,High,Unusual Amount,DEV7963,CP11370,Escalated
FRD00883,TX315681,CUST20087,2026-06-10 02:30:00,Cash Deposit,2110.16,India,Services,62,High,Unusual Amount,DEV1644,CP13562,Pending
FRD00884,TX315684,CUST20174,2026-08-27 18:11:00,ACH,5052.04,United States,Travel,61,High,Unusual Amount,DEV7878,CP11378,False Positive
FRD00885,TX315694,CUST20035,2026-07-30 08:26:00,Card,2779.63,Mexico,Retail,60,High,Unusual Amount,DEV7282,CP15204,Escalated
FRD00886,TX315698,CUST20165,2026-05-16 09:20:00,Card,14220.34,Canada,Electronics,66,High,Unusual Amount,DEV7594,CP13010,False Positive
FRD00887,TX315716,CUST20491,2026-02-15 17:52:00,ACH,7423.7,Canada,Retail,63,High,Unusual Amount,DEV6218,CP14092,False Positive
FRD00888,TX315722,CUST20129,2026-04-21 12:07:00,Card,1445.56,United States,Luxury,76,High,Account Takeover,DEV6874,CP12396,False Positive
FRD00889,TX315747,CUST20342,2026-03-12 08:13:00,P2P,5666.65,United States,Luxury,60,High,Geo Anomaly,DEV5245,CP14012,Escalated
FRD00890,TX315753,CUST20700,2026-05-16 17:51:00,ACH,4672.83,United States,Retail,72,High,Repeated Counterparty,DEV7939,CP99999,Escalated
FRD00891,TX315761,CUST20457,2026-03-02 17:10:00,P2P,8005.11,India,Crypto Exchange,60,High,Geo Anomaly,DEV1452,CP12867,Confirmed Fraud
FRD00892,TX315823,CUST20644,2026-04-22 04:24:00,Wire,508.4,United States,Grocery,67,High,Rapid Fund Movement,DEV6413,CP12538,False Positive
FRD00893,TX315830,CUST20413,2026-03-14 03:50:00,Wire,44392.59,United States,Travel,100,Critical,Unusual Amount,DEV2616,CP14357,Pending
FRD00894,TX315869,CUST20747,2026-02-06 05:45:00,Wire,952.05,United States,Services,71,High,Velocity Spike,DEV2106,CP10340,Pending
FRD00895,TX315877,CUST20236,2026-06-11 04:21:00,Card,6805.71,United Kingdom,Services,65,High,Unusual Amount,DEV1975,CP12764,Confirmed Fraud
FRD00896,TX315917,CUST20472,2026-04-02 21:39:00,ACH,5687.5,Mexico,Services,60,High,Unusual Amount,DEV7023,CP11160,False Positive
FRD00897,TX315922,CUST20509,2026-05-22 12:15:00,Card,13734.85,Brazil,Fuel,63,High,Unusual Amount,DEV1076,CP15801,Confirmed Fraud
FRD00898,TX315927,CUST20029,2026-08-08 08:57:00,ATM,926.59,United Kingdom,Luxury,73,High,Velocity Spike,DEV5333,CP14031,Escalated
FRD00899,TX315942,CUST20585,2026-05-13 22:25:00,ATM,20594.28,United States,Fuel,66,High,Unusual Amount,DEV1754,CP12383,False Positive
FRD00900,TX315958,CUST20587,2026-06-05 23:13:00,Card,10652.92,Nigeria,Services,62,High,Unusual Amount,DEV6451,CP12199,Pending
FRD00901,TX315994,CUST20346,2026-04-11 20:19:00,ATM,12388.42,Nigeria,Retail,96,Critical,Unusual Amount,DEV4261,CP14802,Confirmed Fraud
FRD00902,TX316010,CUST20328,2026-01-28 21:17:00,P2P,1206.29,United Arab Emirates,Electronics,64,High,Geo Anomaly,DEV7195,CP14392,Escalated
FRD00903,TX316015,CUST20125,2026-06-07 02:45:00,ACH,17349.78,Turkey,Retail,60,High,Unusual Amount,DEV7318,CP11580,Escalated
FRD00904,TX316066,CUST20637,2026-04-21 10:13:00,ACH,5326.82,United States,Gaming,77,High,Unusual Amount,DEV6527,CP11225,Pending
FRD00905,TX316141,CUST20528,2026-03-25 21:12:00,P2P,5468.78,Mexico,Fuel,100,Critical,Unusual Amount,DEV7679,CP10198,False Positive
FRD00906,TX316146,CUST20177,2026-08-27 05:38:00,Check,10611.98,United States,Grocery,100,Critical,Unusual Amount,DEV5132,CP14197,Pending
FRD00907,TX316153,CUST20063,2026-07-15 17:49:00,ACH,83.06,United States,Services,62,High,Rapid Fund Movement,DEV7273,CP11094,Escalated
FRD00908,TX316154,CUST20662,2026-05-01 02:21:00,P2P,7184.42,Nigeria,Travel,82,Critical,Unusual Amount,DEV6152,CP14515,Escalated
FRD00909,TX316194,CUST20314,2026-02-27 02:17:00,Check,6026.45,United States,Gaming,63,High,Unusual Amount,DEV4869,CP15638,False Positive
FRD00910,TX316209,CUST20080,2026-05-24 00:40:00,Check,8965.98,United States,Gaming,66,High,Unusual Amount,DEV3185,CP10857,Pending
FRD00911,TX316214,CUST20261,2026-04-15 22:39:00,Card,12055.33,United States,Grocery,61,High,Unusual Amount,DEV5668,CP11309,Pending
FRD00912,TX316262,CUST20455,2026-08-06 12:54:00,Wire,6212.08,United States,Crypto Exchange,99,Critical,Velocity Spike,DEV7370,CP10049,Pending
FRD00913,TX316300,CUST20509,2026-06-20 11:03:00,Check,1024.17,Nigeria,Crypto Exchange,61,High,Geo Anomaly,DEV7898,CP15226,Pending
FRD00914,TX316321,CUST20648,2026-08-27 11:24:00,P2P,6294.13,United States,Gaming,66,High,Unusual Amount,DEV4353,CP12097,Confirmed Fraud
FRD00915,TX316334,CUST20628,2026-01-21 23:57:00,ACH,4950.93,Turkey,Electronics,61,High,Geo Anomaly,DEV6114,CP13433,Pending
FRD00916,TX316339,CUST20459,2026-07-04 07:59:00,ACH,37639.92,United Kingdom,Travel,100,Critical,Unusual Amount,DEV1359,CP15063,Pending
FRD00917,TX316344,CUST20321,2026-03-25 04:01:00,Card,37820.6,United States,Gaming,76,High,Unusual Amount,DEV4368,CP12366,Pending
FRD00918,TX316356,CUST20201,2026-08-17 11:03:00,Card,10560.8,Turkey,Crypto Exchange,75,High,Geo Anomaly,DEV4393,CP13130,Pending
FRD00919,TX316371,CUST20449,2026-03-24 12:01:00,ACH,963.8,United Kingdom,Luxury,68,High,Rapid Fund Movement,DEV4048,CP15050,Pending
FRD00920,TX316373,CUST20723,2026-06-08 16:01:00,Card,17327.85,India,Gaming,70,High,Unusual Amount,DEV2336,CP14911,Pending
FRD00921,TX316377,CUST20221,2026-08-25 19:10:00,Card,16439.1,United States,Travel,61,High,Unusual Amount,DEV2255,CP10339,Escalated
FRD00922,TX316385,CUST20305,2026-02-14 07:51:00,ACH,895.63,United States,Gaming,65,High,Repeated Counterparty,DEV5828,CP99999,Pending
FRD00923,TX316406,CUST20141,2026-01-17 20:43:00,Card,819.41,Canada,Luxury,80,Critical,Account Takeover,DEV3917,CP15946,Escalated
FRD00924,TX316425,CUST20198,2026-09-06 00:38:00,Card,73057.43,United States,Crypto Exchange,63,High,Unusual Amount,DEV6655,CP13708,Pending
FRD00925,TX316437,CUST20667,2026-06-14 05:35:00,Card,17711.17,Mexico,Luxury,77,High,Unusual Amount,DEV4239,CP10573,Escalated
FRD00926,TX316439,CUST20563,2026-07-30 19:17:00,ACH,5799.57,United States,Gaming,75,High,Unusual Amount,DEV1979,CP14575,Pending
FRD00927,TX316458,CUST20207,2026-06-01 23:46:00,Card,1513.56,United Kingdom,Electronics,61,High,Velocity Spike,DEV5394,CP15708,Escalated
FRD00928,TX316471,CUST20326,2026-08-14 18:21:00,P2P,4772.48,Brazil,Travel,64,High,Unusual Amount,DEV2374,CP10815,Pending
FRD00929,TX316487,CUST20321,2026-06-24 13:32:00,Wire,11789.67,United States,Travel,60,High,Unusual Amount,DEV7393,CP12709,False Positive
FRD00930,TX316523,CUST20392,2026-03-11 09:32:00,Card,2255.25,Canada,Retail,66,High,Velocity Spike,DEV5353,CP12599,False Positive
FRD00931,TX316527,CUST20275,2026-03-29 16:07:00,Card,1031.52,United States,Crypto Exchange,84,Critical,Account Takeover,DEV4272,CP13908,Pending
FRD00932,TX316577,CUST20259,2026-08-23 21:49:00,ATM,15718.2,United States,Electronics,65,High,Unusual Amount,DEV2049,CP12848,Pending
FRD00933,TX316588,CUST20251,2026-04-21 16:46:00,Card,10281.51,United States,Retail,79,High,Unusual Amount,DEV6217,CP15279,Escalated
FRD00934,TX316619,CUST20509,2026-09-08 04:38:00,Check,12369.04,India,Crypto Exchange,100,Critical,Unusual Amount,DEV1921,CP11140,False Positive
FRD00935,TX316627,CUST20193,2026-05-28 23:08:00,P2P,1349.69,United States,Luxury,76,High,Account Takeover,DEV7378,CP12763,False Positive
FRD00936,TX316695,CUST20203,2026-07-31 02:37:00,Check,7461.87,Nigeria,Electronics,62,High,Unusual Amount,DEV1107,CP15922,Pending
FRD00937,TX316706,CUST20540,2026-08-17 15:36:00,Wire,2716.24,United States,Gaming,60,High,Geo Anomaly,DEV7162,CP11758,False Positive
FRD00938,TX316714,CUST20496,2026-05-04 20:44:00,Wire,4088.2,India,Luxury,60,High,Geo Anomaly,DEV3586,CP11248,False Positive
FRD00939,TX316717,CUST20165,2026-08-11 07:58:00,Card,14491.62,Nigeria,Crypto Exchange,72,High,Unusual Amount,DEV4290,CP11004,False Positive
FRD00940,TX316744,CUST20167,2026-05-05 20:24:00,Card,8727.88,Canada,Luxury,65,High,Unusual Amount,DEV6766,CP12976,Escalated
FRD00941,TX316765,CUST20479,2026-01-04 23:17:00,Card,24531.32,Mexico,Services,66,High,Unusual Amount,DEV7826,CP12282,Confirmed Fraud
FRD00942,TX316769,CUST20355,2026-01-17 04:11:00,ATM,25664.37,India,Services,69,High,Unusual Amount,DEV6735,CP13425,False Positive
FRD00943,TX316779,CUST20736,2026-05-31 18:21:00,Card,40488.7,United States,Services,99,Critical,Unusual Amount,DEV4525,CP11593,False Positive
FRD00944,TX316797,CUST20544,2026-08-25 07:46:00,P2P,2917.3,Canada,Travel,65,High,Account Takeover,DEV6445,CP12914,Pending
FRD00945,TX316823,CUST20020,2026-06-11 08:36:00,Card,158.02,United States,Grocery,76,High,Account Takeover,DEV7657,CP15538,Pending
FRD00946,TX316892,CUST20019,2026-08-07 22:28:00,P2P,9403.41,Canada,Fuel,60,High,Unusual Amount,DEV5643,CP12424,Confirmed Fraud
FRD00947,TX316906,CUST20179,2026-09-09 20:09:00,ACH,18019.22,India,Crypto Exchange,69,High,Unusual Amount,DEV7262,CP14133,False Positive
FRD00948,TX316927,CUST20709,2026-05-22 23:10:00,Cash Deposit,13088.06,Turkey,Crypto Exchange,85,Critical,Geo Anomaly,DEV5006,CP11819,Pending
FRD00949,TX316947,CUST20669,2026-05-12 19:53:00,P2P,17132.78,Canada,Retail,85,Critical,Unusual Amount,DEV1665,CP11685,False Positive
FRD00950,TX316982,CUST20007,2026-02-15 05:40:00,Wire,4579.24,Nigeria,Electronics,87,Critical,Geo Anomaly,DEV3782,CP11094,False Positive
FRD00951,TX316995,CUST20575,2026-04-24 12:17:00,Card,1155.44,India,Crypto Exchange,80,Critical,Account Takeover,DEV4061,CP13300,Pending
FRD00952,TX317031,CUST20540,2026-09-02 11:59:00,P2P,4804.78,United States,Electronics,65,High,Unusual Amount,DEV5995,CP15046,Pending
FRD00953,TX317046,CUST20174,2026-02-06 23:07:00,Card,5274.93,India,Electronics,61,High,Unusual Amount,DEV5331,CP10666,False Positive
FRD00954,TX317057,CUST20092,2026-03-18 04:11:00,P2P,50263.63,Canada,Crypto Exchange,64,High,Unusual Amount,DEV2534,CP11390,False Positive
FRD00955,TX317060,CUST20547,2026-02-13 08:47:00,ACH,4417.15,United States,Fuel,83,Critical,Rapid Fund Movement,DEV3408,CP12700,Pending
FRD00956,TX317062,CUST20174,2026-08-25 09:58:00,P2P,7426.02,United Kingdom,Crypto Exchange,100,Critical,Account Takeover,DEV7497,CP14397,Confirmed Fraud
FRD00957,TX317063,CUST20737,2026-02-19 05:04:00,ACH,12782.8,Turkey,Travel,61,High,Unusual Amount,DEV6005,CP11729,Pending
FRD00958,TX317066,CUST20186,2026-08-09 01:37:00,P2P,17153.53,United States,Luxury,62,High,Unusual Amount,DEV7470,CP12385,False Positive
FRD00959,TX317068,CUST20503,2026-03-23 08:38:00,ACH,7428.87,United States,Crypto Exchange,65,High,Unusual Amount,DEV7030,CP10535,Escalated
FRD00960,TX317080,CUST20138,2026-04-04 01:10:00,Check,3174.56,Brazil,Services,66,High,Unusual Amount,DEV5672,CP11991,Confirmed Fraud
FRD00961,TX317098,CUST20259,2026-03-09 12:39:00,ACH,6588.17,United States,Crypto Exchange,65,High,Unusual Amount,DEV2019,CP11861,False Positive
FRD00962,TX317159,CUST20197,2026-04-14 15:34:00,ACH,2363.9,United Kingdom,Crypto Exchange,71,High,Rapid Fund Movement,DEV5614,CP12698,Pending
FRD00963,TX317160,CUST20701,2026-08-09 08:44:00,ACH,5636.95,United States,Travel,63,High,Unusual Amount,DEV7809,CP15512,Escalated
FRD00964,TX317179,CUST20505,2026-03-26 11:41:00,P2P,7801.75,United Arab Emirates,Luxury,60,High,Geo Anomaly,DEV7540,CP10446,False Positive
FRD00965,TX317197,CUST20170,2026-03-27 19:40:00,Check,7764.41,United States,Fuel,69,High,Unusual Amount,DEV3632,CP11641,Confirmed Fraud
FRD00966,TX317202,CUST20448,2026-04-18 03:03:00,P2P,2659.24,United Arab Emirates,Grocery,74,High,Unusual Amount,DEV3795,CP12909,Pending
FRD00967,TX317248,CUST20453,2026-04-14 08:08:00,Card,56840.1,Mexico,Services,100,Critical,Unusual Amount,DEV6394,CP13770,False Positive
FRD00968,TX317252,CUST20045,2026-02-16 23:02:00,P2P,1773.99,United States,Crypto Exchange,65,High,Geo Anomaly,DEV4982,CP12312,Confirmed Fraud
FRD00969,TX317273,CUST20625,2026-02-22 05:06:00,Wire,14269.06,United States,Gaming,63,High,Geo Anomaly,DEV5270,CP11466,Pending
FRD00970,TX317331,CUST20241,2026-06-07 09:08:00,ACH,1357.94,Nigeria,Fuel,63,High,Geo Anomaly,DEV1019,CP10782,Pending
FRD00971,TX317343,CUST20213,2026-02-02 10:51:00,P2P,2066.72,United States,Crypto Exchange,81,Critical,Rapid Fund Movement,DEV5551,CP12888,Escalated
FRD00972,TX317348,CUST20447,2026-01-07 17:01:00,Card,4450.27,Mexico,Gaming,68,High,Unusual Amount,DEV5592,CP14968,Pending
FRD00973,TX317356,CUST20082,2026-01-09 23:00:00,ATM,5443.1,Turkey,Services,67,High,Velocity Spike,DEV7995,CP10405,Escalated
FRD00974,TX317364,CUST20653,2026-07-13 10:22:00,Wire,20977.94,Nigeria,Crypto Exchange,76,High,Unusual Amount,DEV7609,CP12451,Confirmed Fraud
FRD00975,TX317423,CUST20447,2026-08-28 05:25:00,ACH,6746.48,United States,Electronics,65,High,Unusual Amount,DEV2919,CP12793,False Positive
FRD00976,TX317436,CUST20641,2026-05-11 14:39:00,Check,6922.7,Canada,Electronics,69,High,Velocity Spike,DEV1343,CP11865,False Positive
FRD00977,TX317438,CUST20050,2026-09-08 21:38:00,Card,2711.85,India,Retail,65,High,Account Takeover,DEV6614,CP11436,Escalated
FRD00978,TX317456,CUST20699,2026-05-20 07:56:00,Wire,781.96,Mexico,Fuel,63,High,Rapid Fund Movement,DEV7018,CP11310,Pending
FRD00979,TX317483,CUST20317,2026-06-30 16:01:00,Card,184.29,United States,Luxury,67,High,Velocity Spike,DEV4767,CP11661,False Positive
FRD00980,TX317494,CUST20396,2026-05-12 21:10:00,ACH,15734.11,Mexico,Retail,61,High,Unusual Amount,DEV3479,CP14598,Pending
