transaction_id,customer_id,transaction_time,channel,merchant_category,amount,country,device_id,counterparty_id,injected_pattern,expected_monthly_volume,home_country,amount_to_expected_ratio,cross_border_flag,fraud_risk_score,risk_level,flagged,detected_pattern
TX317854,CUST20582,2026-06-07 16:26:00,ACH,Luxury,879.29,United States,DEV3572,CP11733,Normal,5143.86,India,0.17093972230970517,1,35,Moderate,0,Behavioral Anomaly
TX317855,CUST20537,2026-07-31 10:30:00,Wire,Crypto Exchange,200.19,United States,DEV2813,CP11552,Normal,7637.27,India,0.02621224599889751,1,45,Moderate,0,Geo Anomaly
TX317856,CUST20200,2026-01-13 13:02:00,ATM,Luxury,408.62,United States,DEV1488,CP15180,Normal,6398.75,United States,0.06385934752881423,0,29,Low,0,Behavioral Anomaly
TX317857,CUST20070,2026-05-12 01:58:00,ACH,Electronics,1664.34,Nigeria,DEV2990,CP14429,Normal,10441.37,United States,0.15939862297763605,1,24,Low,0,Behavioral Anomaly
TX317858,CUST20190,2026-03-30 18:08:00,P2P,Crypto Exchange,2541.23,United Kingdom,DEV4370,CP12230,Normal,16066.57,United States,0.15816879396162342,1,35,Moderate,0,Geo Anomaly
TX317859,CUST20340,2026-03-17 21:33:00,Check,Crypto Exchange,829.18,Mexico,DEV7457,CP15060,Normal,7195.14,Nigeria,0.11524167702087797,1,23,Low,0,Behavioral Anomaly
TX317860,CUST20170,2026-04-25 19:39:00,Card,Crypto Exchange,1027.44,Mexico,DEV6191,CP10657,Normal,7105.62,Turkey,0.1445954047641163,1,22,Low,0,Behavioral Anomaly
TX317861,CUST20234,2026-07-13 11:36:00,P2P,Electronics,3142.67,United States,DEV5095,CP13649,Normal,11868.48,Mexico,0.26479127908544314,1,23,Low,0,Geo Anomaly
TX317862,CUST20074,2026-07-03 15:08:00,Check,Electronics,5977.37,United States,DEV1343,CP12303,Normal,25666.02,United States,0.23289041308313482,0,20,Low,0,Behavioral Anomaly
TX317863,CUST20635,2026-05-27 03:21:00,Cash Deposit,Fuel,2287.07,Canada,DEV1585,CP14244,Normal,30140.55,United States,0.07588016807921555,1,31,Moderate,0,Behavioral Anomaly
TX317864,CUST20280,2026-01-04 15:42:00,Cash Deposit,Crypto Exchange,1964.53,United States,DEV1509,CP14569,Normal,24212.52,Brazil,0.0811369489834185,1,32,Moderate,0,Behavioral Anomaly
TX317865,CUST20029,2026-09-02 23:26:00,Cash Deposit,Travel,2515.24,India,DEV6943,CP14539,Normal,5128.41,United States,0.49045220643435294,1,38,Moderate,0,Behavioral Anomaly
TX317866,CUST20631,2026-02-15 20:01:00,ATM,Services,3400.47,Nigeria,DEV2157,CP15965,Normal,4719.53,Nigeria,0.7205103050515623,0,27,Low,0,Behavioral Anomaly
TX317867,CUST20608,2026-01-13 16:27:00,Wire,Grocery,2651.87,Turkey,DEV4031,CP14007,Normal,6561.92,United States,0.4041301936018726,1,47,Moderate,0,Geo Anomaly
TX317868,CUST20670,2026-01-27 19:44:00,Card,Gaming,7196.74,United States,DEV1967,CP15618,Normal,15442.85,United States,0.46602408234231374,0,39,Moderate,0,Behavioral Anomaly
TX317869,CUST20151,2026-03-25 14:49:00,ATM,Retail,2820.86,United States,DEV6043,CP12433,Normal,6048.74,Turkey,0.46635497640830986,1,48,Moderate,0,Behavioral Anomaly
TX317870,CUST20090,2026-01-10 21:55:00,Card,Gaming,1218.74,United Kingdom,DEV2609,CP10635,Normal,4841.13,United States,0.2517470094791918,1,39,Moderate,0,Behavioral Anomaly
TX317871,CUST20442,2026-01-20 01:23:00,Check,Crypto Exchange,4832.95,United States,DEV5875,CP10671,Normal,24536.19,Turkey,0.1969723090667296,1,37,Moderate,0,Behavioral Anomaly
TX317872,CUST20110,2026-08-01 14:47:00,P2P,Gaming,1803.69,United States,DEV1516,CP13714,Normal,18410.61,United States,0.09797013787158601,0,24,Low,0,Behavioral Anomaly
TX317873,CUST20308,2026-06-11 23:23:00,Check,Electronics,650.43,United States,DEV5800,CP11042,Normal,4702.6,United States,0.1383128482116276,0,8,Low,0,Behavioral Anomaly
TX317874,CUST20237,2026-08-07 13:28:00,P2P,Grocery,7010.86,United States,DEV3213,CP13093,Normal,3820.85,Canada,1.8348953766831988,1,70,High,1,Unusual Amount
TX317875,CUST20633,2026-05-20 23:06:00,Wire,Electronics,5074.8,Mexico,DEV7122,CP10460,Normal,21304.78,United Arab Emirates,0.238200065900704,1,28,Low,0,Geo Anomaly
TX317876,CUST20169,2026-03-03 14:34:00,Card,Gaming,1615.11,United States,DEV7839,CP13861,Normal,7949.81,United States,0.20316334604223243,0,18,Low,0,Behavioral Anomaly
TX317877,CUST20046,2026-08-01 18:31:00,Wire,Crypto Exchange,697.36,United States,DEV6790,CP15432,Normal,16243.68,United Arab Emirates,0.042931158456704394,1,45,Moderate,0,Geo Anomaly
TX317878,CUST20208,2026-04-07 22:03:00,ACH,Retail,344.25,United States,DEV3786,CP12208,Velocity Spike,5360.91,United States,0.06421484412161368,0,45,Moderate,0,Velocity Spike
TX317879,CUST20709,2026-01-17 22:52:00,Check,Grocery,13401.14,Canada,DEV3295,CP11686,Normal,27752.53,Mexico,0.4828799392343689,1,31,Moderate,0,Behavioral Anomaly
TX317880,CUST20311,2026-04-12 07:03:00,Card,Luxury,673.14,Nigeria,DEV1747,CP11944,Normal,23843.51,United States,0.028231581675684497,1,23,Low,0,Behavioral Anomaly
TX317881,CUST20467,2026-06-25 23:13:00,Wire,Grocery,145.52,United States,DEV1624,CP15556,Normal,20415.62,United States,0.007127875616807132,0,12,Low,0,Behavioral Anomaly
TX317882,CUST20375,2026-09-07 13:51:00,Check,Services,1105.79,United Arab Emirates,DEV6940,CP13240,Normal,7385.6,United States,0.14972243284228767,1,27,Low,0,Behavioral Anomaly
TX317883,CUST20492,2026-02-02 21:30:00,ATM,Grocery,5898.94,United States,DEV4170,CP14655,Normal,88883.23,United States,0.06636730010824314,0,6,Low,0,Behavioral Anomaly
TX317884,CUST20156,2026-02-04 22:00:00,P2P,Services,2668.42,Nigeria,DEV2240,CP10860,Normal,19329.7,United States,0.13804766757890707,1,21,Low,0,Geo Anomaly
TX317885,CUST20254,2026-04-12 21:04:00,ACH,Retail,2380.91,Nigeria,DEV2121,CP14102,Normal,11244.84,United Arab Emirates,0.21173355957043408,1,28,Low,0,Behavioral Anomaly
TX317886,CUST20230,2026-05-26 10:44:00,ATM,Electronics,5305.0,United States,DEV4091,CP12097,Normal,8305.82,United States,0.6387087608448052,0,44,Moderate,0,Behavioral Anomaly
TX317887,CUST20150,2026-07-30 13:23:00,Card,Services,1563.47,Nigeria,DEV1505,CP15014,Normal,12222.89,United States,0.1279132840105736,1,19,Low,0,Behavioral Anomaly
TX317888,CUST20396,2026-03-28 16:55:00,Card,Gaming,2786.85,United States,DEV7461,CP14577,Normal,11681.9,Canada,0.23856136416165177,1,23,Low,0,Behavioral Anomaly
TX317889,CUST20354,2026-03-11 18:15:00,Card,Travel,3848.43,Nigeria,DEV3190,CP12380,Normal,28434.92,United States,0.13534168550500583,1,13,Low,0,Behavioral Anomaly
TX317890,CUST20066,2026-01-06 04:25:00,ACH,Electronics,2414.5,United States,DEV4563,CP10314,Rapid Fund Movement,3320.96,India,0.7270488051647717,1,82,Critical,1,Rapid Fund Movement
TX317891,CUST20365,2026-01-22 12:43:00,Cash Deposit,Gaming,159.75,United States,DEV5202,CP14056,Normal,14192.15,United States,0.011256222630115945,0,14,Low,0,Behavioral Anomaly
TX317892,CUST20749,2026-05-09 07:58:00,Cash Deposit,Retail,10301.12,Mexico,DEV5349,CP13738,Normal,23696.57,United States,0.4347093271304666,1,47,Moderate,0,Behavioral Anomaly
TX317893,CUST20607,2026-06-29 22:12:00,P2P,Gaming,817.94,United States,DEV5520,CP15266,Normal,4019.57,United States,0.20348942797363898,0,21,Low,0,Behavioral Anomaly
TX317894,CUST20547,2026-04-23 06:42:00,Card,Travel,5817.32,United States,DEV4395,CP11914,Normal,2089.02,United States,2.7847124488994837,0,54,Moderate,0,Unusual Amount
TX317895,CUST20566,2026-07-07 16:51:00,P2P,Crypto Exchange,4877.21,United States,DEV3217,CP12739,Normal,17242.1,United States,0.28286635618631145,0,35,Moderate,0,Behavioral Anomaly
TX317896,CUST20146,2026-06-29 10:37:00,ACH,Electronics,358.81,Mexico,DEV3123,CP14253,Normal,4488.98,Canada,0.0799312984241409,1,13,Low,0,Behavioral Anomaly
TX317897,CUST20259,2026-07-17 12:50:00,Wire,Services,2314.67,United States,DEV6498,CP13304,Normal,6019.35,Mexico,0.38453819764592523,1,32,Moderate,0,Geo Anomaly
TX317898,CUST20594,2026-08-13 13:29:00,Card,Services,2697.34,United States,DEV2750,CP11513,Normal,10025.62,United States,0.2690447074594888,0,20,Low,0,Behavioral Anomaly
TX317899,CUST20616,2026-01-31 10:27:00,Card,Electronics,8978.51,Nigeria,DEV2941,CP12457,Normal,13875.11,United States,0.6470946896997574,1,47,Moderate,0,Behavioral Anomaly
TX317900,CUST20684,2026-06-14 04:40:00,Card,Electronics,775.05,United States,DEV7040,CP10331,Normal,18126.4,United Kingdom,0.04275807661753023,1,30,Moderate,0,Behavioral Anomaly
TX317901,CUST20070,2026-06-13 22:47:00,ATM,Gaming,494.61,United Kingdom,DEV7820,CP11719,Normal,10441.37,United States,0.04737022057450315,1,37,Moderate,0,Behavioral Anomaly
TX317902,CUST20648,2026-08-02 11:01:00,Card,Grocery,2626.4,United States,DEV7814,CP15138,Normal,4886.07,United Kingdom,0.5375281156430424,1,38,Moderate,0,Behavioral Anomaly
TX317903,CUST20039,2026-02-16 00:32:00,Wire,Electronics,8410.29,Mexico,DEV7567,CP13084,Normal,96442.61,United States,0.08720512644773924,1,31,Moderate,0,Geo Anomaly
TX317904,CUST20023,2026-08-31 09:23:00,ACH,Fuel,1848.7,United Kingdom,DEV4415,CP13453,Normal,6553.16,United States,0.2821081737665493,1,29,Low,0,Behavioral Anomaly
TX317905,CUST20048,2026-09-09 09:33:00,ACH,Travel,896.81,United Kingdom,DEV5620,CP15570,Normal,5080.81,Brazil,0.17650925738218903,1,22,Low,0,Behavioral Anomaly
TX317906,CUST20493,2026-09-03 04:53:00,Card,Fuel,347.61,United States,DEV7409,CP15450,Normal,18683.44,Brazil,0.01860524614310855,1,25,Low,0,Behavioral Anomaly
TX317907,CUST20628,2026-02-02 22:48:00,Card,Grocery,16443.41,Nigeria,DEV5201,CP14517,Normal,23353.62,Canada,0.7041054020747105,1,46,Moderate,0,Behavioral Anomaly
TX317908,CUST20724,2026-07-02 19:18:00,Card,Luxury,616.97,Nigeria,DEV2980,CP13440,Normal,16265.1,India,0.037932136906628305,1,30,Moderate,0,Behavioral Anomaly
TX317909,CUST20259,2026-05-18 17:27:00,P2P,Crypto Exchange,1262.0,United States,DEV3285,CP11797,Normal,6019.35,Mexico,0.20965718889913362,1,42,Moderate,0,Geo Anomaly
TX317910,CUST20249,2026-04-24 05:28:00,Card,Fuel,513.24,Nigeria,DEV7029,CP11426,Normal,16679.16,Canada,0.03077133380817739,1,14,Low,0,Behavioral Anomaly
TX317911,CUST20405,2026-01-11 13:51:00,Card,Electronics,4382.3,United States,DEV4140,CP12993,Normal,7903.07,United States,0.5545060337311957,0,37,Moderate,0,Behavioral Anomaly
TX317912,CUST20735,2026-05-10 22:58:00,Card,Crypto Exchange,2183.74,Canada,DEV5490,CP12161,Normal,7235.53,Canada,0.30180788414946796,0,31,Moderate,0,Behavioral Anomaly
TX317913,CUST20396,2026-06-28 00:16:00,ACH,Gaming,1683.44,United States,DEV5954,CP15875,Normal,11681.9,Canada,0.1441066949725644,1,28,Low,0,Behavioral Anomaly
TX317914,CUST20228,2026-04-15 22:13:00,Cash Deposit,Grocery,1489.11,Nigeria,DEV5489,CP15629,Normal,10614.85,Mexico,0.14028554336613328,1,27,Low,0,Behavioral Anomaly
TX317915,CUST20305,2026-01-29 05:19:00,ACH,Luxury,260.21,United States,DEV4030,CP11522,Normal,8120.89,Canada,0.032042054503878266,1,34,Moderate,0,Behavioral Anomaly
TX317916,CUST20083,2026-03-03 10:21:00,ATM,Fuel,2160.1,Canada,DEV2214,CP13008,Normal,3496.81,United States,0.6177344493981657,1,48,Moderate,0,Behavioral Anomaly
TX317917,CUST20178,2026-02-03 17:43:00,P2P,Fuel,1013.18,United States,DEV4631,CP10141,Normal,26351.42,United States,0.03844878188727591,0,21,Low,0,Behavioral Anomaly
TX317918,CUST20729,2026-01-13 02:59:00,ATM,Travel,121146.98,Brazil,DEV1662,CP15605,Normal,11292.77,United States,10.727835597466342,1,57,Moderate,0,Unusual Amount
TX317919,CUST20091,2026-04-23 20:59:00,Card,Travel,1234.5,Turkey,DEV3085,CP13360,Normal,142784.23,India,0.008645912787427575,1,15,Low,0,Behavioral Anomaly
TX317920,CUST20185,2026-01-11 04:40:00,P2P,Crypto Exchange,4522.06,United States,DEV3026,CP14761,Normal,8242.4,United Arab Emirates,0.548633893040862,1,53,Moderate,0,Geo Anomaly
TX317921,CUST20657,2026-03-21 02:56:00,P2P,Services,811.48,United Kingdom,DEV1955,CP14344,Normal,33940.53,United States,0.023908878264423096,1,38,Moderate,0,Geo Anomaly
TX317922,CUST20013,2026-07-05 09:52:00,Card,Crypto Exchange,3105.98,Mexico,DEV6443,CP14744,Normal,52617.48,Canada,0.05902943280445966,1,19,Low,0,Behavioral Anomaly
TX317923,CUST20481,2026-06-30 03:37:00,Check,Retail,570.93,United Kingdom,DEV4336,CP14448,Normal,5379.75,United States,0.10612574933779449,1,25,Low,0,Behavioral Anomaly
TX317924,CUST20563,2026-05-04 16:33:00,Check,Luxury,11671.33,Canada,DEV7225,CP14286,Normal,15541.87,United States,0.7509604700077918,1,43,Moderate,0,Behavioral Anomaly
TX317925,CUST20301,2026-01-12 00:34:00,Card,Gaming,1459.39,India,DEV6007,CP11163,Normal,13911.76,Canada,0.10490333358252299,1,18,Low,0,Behavioral Anomaly
TX317926,CUST20451,2026-06-10 17:03:00,Wire,Grocery,2476.86,United States,DEV1992,CP15188,Normal,27268.68,United Arab Emirates,0.09083167942122611,1,23,Low,0,Geo Anomaly
TX317927,CUST20421,2026-03-04 05:12:00,P2P,Luxury,2739.51,United Kingdom,DEV2621,CP14863,Normal,19634.57,Nigeria,0.13952482789284412,1,41,Moderate,0,Geo Anomaly
TX317928,CUST20743,2026-08-28 18:54:00,ATM,Grocery,1986.03,United States,DEV4057,CP15486,Normal,24174.19,Nigeria,0.08215497603022066,1,15,Low,0,Behavioral Anomaly
TX317929,CUST20017,2026-01-31 16:21:00,Card,Services,3846.29,United Arab Emirates,DEV3738,CP14513,Normal,12153.87,Brazil,0.3164662778193283,1,32,Moderate,0,Behavioral Anomaly
TX317930,CUST20014,2026-04-03 21:10:00,ATM,Travel,2856.9,United States,DEV2847,CP15747,Normal,7494.41,India,0.38120412414052607,1,31,Moderate,0,Behavioral Anomaly
TX317931,CUST20148,2026-07-18 23:59:00,ACH,Electronics,334.17,United Arab Emirates,DEV1863,CP12231,Normal,12258.72,Canada,0.027259779161282745,1,28,Low,0,Behavioral Anomaly
TX317932,CUST20103,2026-03-22 20:11:00,P2P,Crypto Exchange,1682.78,Mexico,DEV6647,CP15504,Normal,15770.54,United Arab Emirates,0.10670401901266538,1,43,Moderate,0,Geo Anomaly
TX317933,CUST20387,2026-04-04 12:58:00,Card,Gaming,12527.44,United States,DEV1688,CP13169,Normal,35398.04,United States,0.35390208045417204,0,17,Low,0,Behavioral Anomaly
TX317934,CUST20537,2026-08-25 22:53:00,Check,Services,369.25,Nigeria,DEV5004,CP11114,Normal,7637.27,India,0.04834842816870426,1,30,Moderate,0,Behavioral Anomaly
TX317935,CUST20053,2026-01-01 10:39:00,Card,Crypto Exchange,1733.6,United States,DEV2036,CP14485,Normal,11227.33,United States,0.15440892892611155,0,31,Moderate,0,Behavioral Anomaly
TX317936,CUST20504,2026-05-23 06:48:00,ACH,Grocery,551.34,United States,DEV5173,CP12616,Normal,17089.45,United States,0.03226200960241553,0,7,Low,0,Behavioral Anomaly
TX317937,CUST20629,2026-01-15 08:08:00,Card,Travel,318.91,Mexico,DEV5426,CP10354,Normal,10604.26,United States,0.030073762808531666,1,27,Low,0,Behavioral Anomaly
TX317938,CUST20709,2026-06-24 08:36:00,ATM,Travel,1244.53,United States,DEV3461,CP14452,Normal,27752.53,Mexico,0.04484383946256432,1,24,Low,0,Behavioral Anomaly
TX317939,CUST20379,2026-06-22 20:52:00,ATM,Gaming,391.31,United States,DEV5235,CP11936,Normal,11206.09,Brazil,0.03491940543044005,1,36,Moderate,0,Behavioral Anomaly
TX317940,CUST20033,2026-07-21 22:46:00,Wire,Fuel,43889.52,United States,DEV2701,CP12506,Normal,5423.5,United States,8.092471651147783,0,62,High,1,Unusual Amount
TX317941,CUST20579,2026-06-15 06:54:00,ACH,Retail,5545.81,United States,DEV1187,CP12661,Normal,10012.99,United States,0.5538615338675061,0,34,Moderate,0,Behavioral Anomaly
TX317942,CUST20377,2026-03-16 08:20:00,Cash Deposit,Services,1907.85,Nigeria,DEV4479,CP12603,Normal,24228.97,United Kingdom,0.07874251361077256,1,13,Low,0,Behavioral Anomaly
TX317943,CUST20555,2026-06-08 16:20:00,ACH,Travel,1449.78,United States,DEV4153,CP11054,Normal,12349.27,Nigeria,0.11739803243430583,1,26,Low,0,Behavioral Anomaly
TX317944,CUST20683,2026-04-20 09:38:00,Wire,Crypto Exchange,589.3,United States,DEV1739,CP14045,Velocity Spike,38887.5,United States,0.015153969784635164,0,59,Moderate,0,Velocity Spike
TX317945,CUST20690,2026-01-01 06:43:00,Wire,Retail,1586.46,United Arab Emirates,DEV5528,CP11577,Normal,41450.27,United States,0.03827381582797893,1,24,Low,0,Geo Anomaly
TX317946,CUST20030,2026-04-30 08:25:00,Card,Travel,3236.5,United States,DEV3958,CP15806,Normal,16087.96,India,0.2011752888495496,1,22,Low,0,Behavioral Anomaly
TX317947,CUST20058,2026-05-05 10:48:00,ATM,Services,4431.51,United States,DEV7451,CP14712,Normal,15621.08,United States,0.28368781159817374,0,17,Low,0,Behavioral Anomaly
TX317948,CUST20171,2026-06-01 11:30:00,Check,Electronics,892.61,Mexico,DEV1250,CP14582,Normal,33625.15,Mexico,0.02654590388444364,0,10,Low,0,Behavioral Anomaly
TX317949,CUST20450,2026-07-08 01:12:00,Card,Travel,532.71,United States,DEV3061,CP11299,Normal,16381.02,Mexico,0.03251995296996158,1,15,Low,0,Behavioral Anomaly
TX317950,CUST20480,2026-07-06 13:41:00,P2P,Electronics,916.62,United Kingdom,DEV5994,CP15582,Normal,18804.17,United Arab Emirates,0.048745570796264875,1,31,Moderate,0,Geo Anomaly
TX317951,CUST20361,2026-02-16 14:38:00,Card,Crypto Exchange,992.3,United States,DEV5123,CP13429,Normal,10368.36,Brazil,0.09570462445362621,1,29,Low,0,Behavioral Anomaly
TX317952,CUST20512,2026-01-24 05:16:00,Card,Travel,3986.97,United States,DEV7420,CP10349,Normal,8968.85,United States,0.4445352525686124,0,24,Low,0,Behavioral Anomaly
TX317953,CUST20554,2026-08-08 22:38:00,P2P,Crypto Exchange,640.34,United States,DEV5686,CP10162,Normal,18859.58,India,0.0339530360697322,1,38,Moderate,0,Geo Anomaly
TX317954,CUST20641,2026-03-26 14:10:00,ACH,Grocery,2546.78,United Kingdom,DEV7068,CP10070,Normal,17051.92,United Kingdom,0.1493544421977115,0,18,Low,0,Behavioral Anomaly
TX317955,CUST20428,2026-05-13 06:10:00,ACH,Electronics,58.22,United States,DEV7852,CP12689,Normal,13749.2,United States,0.004234428184912577,0,21,Low,0,Behavioral Anomaly
TX317956,CUST20129,2026-06-15 21:19:00,Card,Grocery,2501.36,United States,DEV4712,CP12633,Normal,21656.81,United States,0.1154999281981049,0,12,Low,0,Behavioral Anomaly
TX317957,CUST20141,2026-08-17 15:01:00,Card,Grocery,802.02,United States,DEV5201,CP13396,Normal,14788.27,United States,0.05423352427295417,0,23,Low,0,Behavioral Anomaly
TX317958,CUST20246,2026-01-04 00:24:00,Card,Retail,1012.23,United Kingdom,DEV3399,CP15538,Normal,60113.14,Brazil,0.01683874773468829,1,17,Low,0,Behavioral Anomaly
TX317959,CUST20235,2026-07-01 20:37:00,ATM,Electronics,1827.48,United Kingdom,DEV6529,CP10604,Normal,15517.45,United States,0.11776934998985013,1,30,Moderate,0,Behavioral Anomaly
TX317960,CUST20072,2026-08-13 22:54:00,Wire,Travel,4484.01,United States,DEV2945,CP15113,Normal,13619.37,Turkey,0.3292376960167761,1,27,Low,0,Geo Anomaly
TX317961,CUST20546,2026-06-15 09:58:00,P2P,Travel,839.11,United States,DEV5784,CP12507,Normal,17307.61,United States,0.04848214167062928,0,23,Low,0,Behavioral Anomaly
TX317962,CUST20542,2026-03-31 15:31:00,Cash Deposit,Fuel,357.64,United States,DEV1548,CP14187,Normal,16911.19,Canada,0.02114812736418904,1,18,Low,0,Behavioral Anomaly
TX317963,CUST20318,2026-05-11 06:07:00,ACH,Crypto Exchange,7707.42,United States,DEV6938,CP14970,Normal,10550.08,India,0.7305555976826716,1,50,Moderate,0,Behavioral Anomaly
TX317964,CUST20729,2026-06-30 20:06:00,P2P,Electronics,1325.13,United States,DEV6607,CP11683,Normal,11292.77,United States,0.11734322048531938,0,29,Low,0,Behavioral Anomaly
TX317965,CUST20405,2026-06-17 17:18:00,Card,Luxury,4516.1,Mexico,DEV4333,CP10263,Normal,7903.07,United States,0.5714361634149768,1,52,Moderate,0,Behavioral Anomaly
TX317966,CUST20480,2026-05-16 06:18:00,Card,Crypto Exchange,1830.31,Canada,DEV1463,CP11536,Normal,18804.17,United Arab Emirates,0.0973353250901263,1,20,Low,0,Behavioral Anomaly
TX317967,CUST20318,2026-02-11 14:50:00,ACH,Gaming,1265.17,United States,DEV7746,CP14334,Normal,10550.08,India,0.11992041766507933,1,21,Low,0,Behavioral Anomaly
TX317968,CUST20654,2026-08-18 01:10:00,Check,Electronics,948.79,United States,DEV7374,CP15709,Normal,6453.71,United States,0.1470146628838296,0,14,Low,0,Behavioral Anomaly
TX317969,CUST20423,2026-05-20 11:56:00,Card,Grocery,1597.84,United States,DEV7720,CP14663,Normal,10120.83,United States,0.15787637970403612,0,18,Low,0,Behavioral Anomaly
TX317970,CUST20296,2026-02-15 00:36:00,ACH,Gaming,348.53,Nigeria,DEV1746,CP14233,Normal,9536.71,United States,0.03654614641737035,1,33,Moderate,0,Behavioral Anomaly
TX317971,CUST20160,2026-05-21 21:23:00,Card,Electronics,2293.25,United States,DEV2200,CP14384,Normal,7728.17,Brazil,0.29673907276884437,1,15,Low,0,Behavioral Anomaly
TX317972,CUST20013,2026-05-10 08:58:00,Card,Travel,732.52,United States,DEV1365,CP10156,Normal,52617.48,Canada,0.013921609320704829,1,30,Moderate,0,Behavioral Anomaly
TX317973,CUST20457,2026-05-14 23:43:00,Cash Deposit,Crypto Exchange,572.72,Turkey,DEV5284,CP10407,Geo Anomaly,9097.66,United States,0.06295245150950904,1,69,High,1,Geo Anomaly
TX317974,CUST20592,2026-02-16 10:06:00,Wire,Grocery,1442.91,United States,DEV5520,CP13109,Normal,18139.72,United States,0.07954422670250698,0,14,Low,0,Behavioral Anomaly
TX317975,CUST20316,2026-04-28 01:21:00,ACH,Travel,2864.51,United States,DEV7602,CP12400,Normal,127879.77,Turkey,0.022400024648151932,1,27,Low,0,Behavioral Anomaly
TX317976,CUST20128,2026-05-27 17:30:00,Check,Luxury,846.57,Brazil,DEV5885,CP15040,Normal,31113.33,United States,0.027209237969706233,1,33,Moderate,0,Behavioral Anomaly
TX317977,CUST20677,2026-02-20 14:10:00,Check,Gaming,2051.8,India,DEV3610,CP14118,Normal,4108.09,United States,0.499453517328004,1,39,Moderate,0,Behavioral Anomaly
TX317978,CUST20277,2026-06-02 07:10:00,P2P,Retail,13371.49,United States,DEV7312,CP15702,Normal,14606.99,United States,0.9154172077888737,0,40,Moderate,0,Behavioral Anomaly
TX317979,CUST20110,2026-08-30 14:08:00,Card,Travel,1915.19,United States,DEV5973,CP10521,Normal,18410.61,United States,0.10402642823893396,0,15,Low,0,Behavioral Anomaly
TX317980,CUST20064,2026-04-27 15:26:00,Wire,Fuel,699.92,United Arab Emirates,DEV3841,CP15553,Normal,18495.02,Mexico,0.037843700628601644,1,24,Low,0,Geo Anomaly
TX317981,CUST20038,2026-03-24 15:27:00,Card,Luxury,1773.86,United States,DEV4026,CP11887,Normal,19272.73,United States,0.09203989263586425,0,23,Low,0,Behavioral Anomaly
TX317982,CUST20123,2026-06-04 21:57:00,Card,Crypto Exchange,1850.21,United States,DEV5398,CP10675,Normal,14392.82,United States,0.1285509024638674,0,22,Low,0,Behavioral Anomaly
TX317983,CUST20336,2026-01-31 22:07:00,P2P,Grocery,4832.6,United States,DEV3314,CP15102,Normal,7296.1,United States,0.6623538602815203,0,44,Moderate,0,Behavioral Anomaly
TX317984,CUST20058,2026-08-20 22:09:00,Card,Fuel,1266.19,India,DEV7057,CP13981,Normal,15621.08,United States,0.0810564954535794,1,31,Moderate,0,Behavioral Anomaly
TX317985,CUST20245,2026-02-07 21:53:00,ATM,Luxury,1449.71,Mexico,DEV2709,CP11121,Normal,9602.07,United States,0.1509789035072646,1,21,Low,0,Behavioral Anomaly
TX317986,CUST20260,2026-05-05 12:38:00,ATM,Services,3529.26,United Arab Emirates,DEV1906,CP15193,Normal,6863.43,United Kingdom,0.5142122816142949,1,33,Moderate,0,Behavioral Anomaly
TX317987,CUST20175,2026-05-24 06:09:00,Card,Crypto Exchange,1524.2,India,DEV1719,CP12720,Normal,61046.77,United States,0.024967741946052186,1,26,Low,0,Behavioral Anomaly
TX317988,CUST20386,2026-07-24 04:33:00,P2P,Fuel,847.79,Mexico,DEV3735,CP14705,Normal,24082.24,United States,0.035203951127469865,1,30,Moderate,0,Geo Anomaly
TX317989,CUST20369,2026-03-16 06:28:00,Card,Grocery,1696.0,United States,DEV4887,CP14374,Normal,6578.8,Turkey,0.2577977746701526,1,11,Low,0,Behavioral Anomaly
TX317990,CUST20485,2026-03-14 05:34:00,Card,Grocery,785.58,United States,DEV3215,CP14657,Normal,41341.44,United States,0.019002240850826677,0,21,Low,0,Behavioral Anomaly
TX317991,CUST20730,2026-04-06 09:26:00,Wire,Services,2655.53,United States,DEV4409,CP12670,Normal,7463.7,Brazil,0.355792703350885,1,36,Moderate,0,Geo Anomaly
TX317992,CUST20389,2026-02-12 23:50:00,Card,Travel,1499.73,United States,DEV1612,CP15068,Normal,25961.01,United States,0.05776855368878176,0,8,Low,0,Behavioral Anomaly
TX317993,CUST20074,2026-01-20 09:54:00,P2P,Services,510.95,United States,DEV5749,CP10716,Normal,25666.02,United States,0.019907644426366066,0,21,Low,0,Behavioral Anomaly
TX317994,CUST20178,2026-05-01 05:37:00,ACH,Grocery,3268.52,United States,DEV7769,CP12721,Normal,26351.42,United States,0.12403582046052927,0,17,Low,0,Behavioral Anomaly
TX317995,CUST20557,2026-07-18 07:49:00,Wire,Luxury,1839.94,United States,DEV5090,CP12744,Normal,5770.29,United Kingdom,0.3188643898313603,1,26,Low,0,Geo Anomaly
TX317996,CUST20484,2026-05-16 06:22:00,ACH,Crypto Exchange,600.45,United States,DEV6259,CP12211,Normal,15848.53,United Arab Emirates,0.037886794548137905,1,38,Moderate,0,Behavioral Anomaly
TX317997,CUST20182,2026-05-13 04:50:00,Check,Gaming,515.76,United States,DEV7389,CP11136,Normal,118079.31,Nigeria,0.004367911702736068,1,31,Moderate,0,Behavioral Anomaly
TX317998,CUST20361,2026-02-14 14:26:00,Card,Gaming,1331.79,Brazil,DEV5087,CP12931,Normal,10368.36,Brazil,0.12844750760968945,0,29,Low,0,Behavioral Anomaly
